Status,GlobalSeq,Year,SeqInYear,Author,Work,PlanSelection,GreatIdeas,BeforeReading,DuringReading,AfterReading,Hook,ResourceKeys,ResourceTitles,ResourceURLs,Themes,GreatBooksSet,PlacementNote
Not Started,253,10,8,St. Thomas Aquinas,Summa Theologica,"Part I, QQ 90-102",God; Justice; Law; Reasoning; Soul; Theology; Truth; Virtue and Vice,BBC Civilisation — medieval world; then Dante in Translation for the theological-cosmic imagination Aquinas inhabits.,Gregory B. Sadler — use/search: “St. Thomas Aquinas Summa Theologica lecture”,"Bryan Magee / medieval philosophy episode; map reason, revelation, law, soul, and being.",Watch for God; Justice; Law; Reasoning: the medieval move is not anti-reason; it is reason asking where its authority comes from.,BBC_CIVILISATION; SADLER; MAGEE; OYC_DANTE,Kenneth Clark — Civilisation; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews; Open Yale ITAL 310 — Dante in Translation,https://www.bbcselect.com/watch/civilisation/; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://oyc.yale.edu/italian-language-and-literature/ital-310,Reasoning; God; Justice; Law; Soul; Theology; Truth; Virtue and Vice,Core (1952),
Not Started,254,10,9,Chaucer,Canterbury Tales,Prologue; Knight's Tale; Miller's ...; Reeve's ...; Wife of Bath's ...; Friar's ...; Summoner's ...; Pardoner's ...,Knowledge; Justice; Truth; Reasoning,BBC Civilisation — medieval context; then Crash Course Literature for medieval/early English literary framing.,Lecture/performance cue — use/search: “Chaucer Canterbury Tales overview performance”,Compare Chaucer’s social voices with Dante’s ordered cosmos and later novelistic realism.,"Watch for Knowledge; Justice; Truth; Reasoning: Chaucer turns pilgrimage into a social laboratory of class, speech, sex, money, and moral performance.",BBC_CIVILISATION; CRASH_LIT; CRASH_THEATER,Kenneth Clark — Civilisation; Crash Course Literature; Crash Course Theater and Drama,https://www.bbcselect.com/watch/civilisation/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Truth; Knowledge; Reasoning; Justice,Core (1952),
Not Started,255,10,10,Shakespeare,Richard II,Focus: kingship legitimacy; deposition; language & power (Read whole; then re-read these anchors),Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,"RSC Shakespeare Learning Zone — Richard II; watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: Richard II.","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Emotion; Fate; Good and Evil: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,Core (1952),
Not Started,256,10,11,Shakespeare,Henry IV (Part 1),Focus: honor speech; Hal's transformation; rebellion politics (Read whole; then re-read these anchors),Desire; Emotion; Fate; Form; Good and Evil; Justice; Love; War and Peace,"RSC Shakespeare Learning Zone — Henry IV (Part 1); watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: Henry IV (Part 1).","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Emotion; Fate; Form: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,War and Peace; Desire; Emotion; Fate; Form; Good and Evil; Justice; Love,Core (1952),
Not Started,257,10,12,Shakespeare,Henry IV (Part 2),Focus: rule vs friendship; aging; transition to Henry V (Read whole; then re-read these anchors),Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,"RSC Shakespeare Learning Zone — Henry IV (Part 2); watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: Henry IV (Part 2).","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Emotion; Fate; Good and Evil: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism; War and Peace,Core (1952),
Not Started,258,10,13,Shakespeare,Henry V,Focus: leadership rhetoric; just war questions; St. Crispin speech; ending (Read whole; then re-read these anchors),Desire; Emotion; Fate; Good and Evil; Justice; Love; War and Peace; Tyranny and Despotism,"RSC Shakespeare Learning Zone — Henry V; watch plot, characters, and key scenes before reading.","Watch a staged production through RSC Watch Online, Globe Player, Digital Theatre, or another reputable production source: Henry V.","Crash Course Literature/Theater — use the genre context: tragedy, comedy, history play, rhetoric, or political theatre.",Watch for Desire; Emotion; Fate; Good and Evil: Shakespeare makes public order and private speech collide inside the same human voice.,RSC_LEARN; RSC_STREAM; GLOBE_PLAYER; CRASH_LIT; CRASH_THEATER,Royal Shakespeare Company — Shakespeare Learning Zone; Royal Shakespeare Company — Watch Online; Shakespeare's Globe Player; Crash Course Literature; Crash Course Theater and Drama,https://www.rsc.org.uk/shakespeare-learning-zone; https://www.rsc.org.uk/watch-online; https://player.shakespearesglobe.com/; https://thecrashcourse.com/topic/literature/; https://thecrashcourse.com/topic/theaterdrama/,War and Peace; Desire; Emotion; Fate; Good and Evil; Justice; Love; Tyranny and Despotism,Core (1952),
Not Started,259,10,14,Harvey,On the Generation of Animals,Introduction-Exercise 62,Knowledge; Justice; Truth; Reasoning,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Harvey On the Generation of Animals history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for Knowledge; Justice; Truth; Reasoning: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,Truth; Knowledge; Reasoning; Justice,Core (1952),
Not Started,260,10,15,Cervantes,Don Quixote,Part II,Art; Beauty; Form; Truth,"OYC Cervantes — first lecture on Don Quixote, romance, narration, and early modern Spain.",Open Yale Cervantes — use/search: “Don Quixote lecture”,Crash Course Literature / BBC Civilisation — connect Quixote to the birth of the modern novel.,"Watch for Art; Beauty; Form; Truth: Cervantes makes reality depend on reading, and makes reading answerable to reality.",OYC_CERVANTES; BBC_CIVILISATION; CRASH_LIT,Open Yale SPAN 300 — Cervantes' Don Quixote; Kenneth Clark — Civilisation; Crash Course Literature,https://oyc.yale.edu/spanish-and-portuguese/span-300; https://www.bbcselect.com/watch/civilisation/; https://thecrashcourse.com/topic/literature/,Art; Beauty; Form; Truth,Core (1952),
Not Started,261,10,16,Kant,Critique of Judgment,Critique of Teleological Judgment,Duty; Judgment; Law; Liberty; Reasoning; Metaphysics; Truth; Will,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Kant Critique of Judgment lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for Duty; Judgment; Law; Liberty: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,OYC_POLPHIL; MAGEE; SADLER; OYC_THEORY; HARVARD_JUSTICE,Open Yale PLSC 114 — Introduction to Political Philosophy; Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; Harvard Justice — Michael Sandel course videos,https://oyc.yale.edu/political-science/plsc-114; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://justiceharvard.org/,Reasoning; Duty; Judgment; Law; Liberty; Metaphysics; Truth; Will,Core (1952),
Not Started,262,10,17,Goethe,Faust,Part II,Art; Desire; Good and Evil; Love; Beauty; Form; Truth; Will,OYC European Civilization / BBC Civilisation for German Enlightenment-Romantic context.,Lecture/performance cue — use/search: “Goethe Faust lecture performance”,"Crash Course Theater or literature context; compare striving, knowledge, desire, salvation, and modern subjectivity.",Watch for Art; Desire; Good and Evil; Love: Faust turns modern ambition into a metaphysical bargain.,CRASH_THEATER; OYC_EUROCIV; BBC_CIVILISATION,"Crash Course Theater and Drama; Open Yale HIST 202 — European Civilization, 1648–1945; Kenneth Clark — Civilisation",https://thecrashcourse.com/topic/theaterdrama/; https://oyc.yale.edu/history/hist-202; https://www.bbcselect.com/watch/civilisation/,Art; Desire; Good and Evil; Love; Truth; Will; Beauty; Form,Core (1952),
Not Started,263,10,18,Darwin,The Descent of Man,"Part I; Part III, Ch. 21",Cause; Chance; Evolution; Life and Death; Art; Man; Nature; Science,HHMI Origin of Species: The Making of a Theory; then OYC Evolution/Ecology opening lectures.,Lecture cue — use/search: “Darwin The Descent of Man evolution lecture”,"BBC Story of Science — life/evolution episode; compare teleology, descent, chance, adaptation, and human nature.",Watch for Cause; Chance; Evolution; Life and Death: evolution changes the question of nature from fixed form to historical descent.,HHMI_ORIGIN; OYC_EEB; BBC_STORY_SCI,"HHMI BioInteractive — Origin of Species: The Making of a Theory; Open Yale E&EB 122 — Principles of Evolution, Ecology and Behavior; BBC — The Story of Science: Power, Proof and Passion",https://www.biointeractive.org/classroom-resources/origin-species-making-theory; https://oyc.yale.edu/ecology-and-evolutionary-biology/eeb-122; https://www.bbc.co.uk/programmes/b00s8gcf,Cause; Chance; Evolution; Life and Death; Man; Nature; Science; Art,Core (1952),
Not Started,264,10,19,Marx,Capital,Part VII-VIII,Government; Justice; Labor; Progress; Revolution; State; Wealth; Slavery,OYC Foundations of Modern Social Theory — matching author/context lectures; then Crash Course Economics for the vocabulary.,Lecture cue — use/search: “Marx Capital lecture”,"OYC Financial Markets or Game Theory — connect labor, wealth, exchange, institutions, conflict, and modern capitalism.","Watch for Government; Justice; Labor; Progress: economic texts become philosophical when wealth, labor, power, and human motives are treated as one system.",OYC_SOCIAL; CRASH_ECON; OYC_FINANCE; OYC_GAME,Open Yale SOCY 151 — Foundations of Modern Social Theory; Crash Course Economics; Open Yale ECON 252 — Financial Markets; Open Yale ECON 159 — Game Theory,https://oyc.yale.edu/sociology/socy-151; https://thecrashcourse.com/topic/economics/; https://oyc.yale.edu/economics/econ-252; https://oyc.yale.edu/economics/econ-159,Government; Justice; Labor; Progress; Revolution; State; Wealth; Slavery,Core (1952),
Not Started,265,10,20,James,Principles of Psychology,Ch. I; Ch. V-VII,Emotion; Experience; Knowledge; Memory and Imagination; Mind; Reasoning; Truth; Will,"OYC Psychology — lectures on consciousness, memory, self, and development; then philosophy context for pragmatism.",Lecture cue — use/search: “William James Principles of Psychology psychology pragmatism lecture”,"Bryan Magee / Sadler on pragmatism; connect experience, habit, will, truth, and practical consequences.",Watch for Emotion; Experience; Knowledge; Memory and Imagination: James makes experience primary: consciousness flows before concepts carve it up.,OYC_PSYCH; SADLER; OYC_THEORY; MAGEE,Open Yale PSYC 110 — Introduction to Psychology; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/introduction-psychology/psyc-110; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Emotion; Experience; Knowledge; Memory and Imagination; Mind; Reasoning; Truth; Will,Core (1952),
